2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,38,31,36,2,2,2,2,2,2,2,2,2,2
2,2,2,2,38,31,31,31,31,31,31,31,36,2,2,2,2,2,38,58,0,59,31,31,31,31,31,36,2,2,2,2
2,2,2,38,58,46,39,39,44,0,0,0,59,36,2,2,2,2,34,0,0,0,0,46,39,39,44,59,36,2,2,2
2,2,2,34,0,42,1,1,62,44,0,0,53,59,36,2,2,2,34,0,0,0,46,63,1,1,40,0,32,2,2,2
2,2,2,34,0,42,1,1,1,40,56,48,51,60,35,2,2,2,34,53,0,0,42,1,1,1,40,0,32,2,2,2
2,2,2,37,57,42,1,1,1,40,0,0,47,32,2,2,2,2,34,52,48,55,42,1,1,1,40,60,35,2,2,2
2,2,2,2,34,45,64,1,61,43,0,0,47,32,2,2,2,2,34,47,0,0,45,64,1,61,43,32,2,2,2,2
2,2,2,2,34,0,45,41,43,0,0,0,47,48,48,48,48,48,48,47,0,0,0,45,41,43,0,32,2,2,2,2
2,2,2,2,34,0,0,0,0,0,0,0,47,32,2,2,2,2,34,47,0,0,0,0,0,0,0,32,2,2,2,2
2,2,2,2,37,57,0,0,0,0,0,0,47,32,2,2,2,2,34,47,0,0,0,0,0,0,60,35,2,2,2,2
2,2,2,2,2,34,0,0,0,0,0,0,47,32,2,2,2,2,34,47,0,0,0,0,0,0,32,2,2,2,2,2
2,2,2,2,2,34,0,0,0,0,0,0,47,32,2,2,2,2,34,47,0,0,0,0,0,0,32,2,2,2,2,2
2,2,2,2,2,34,0,0,0,0,0,0,47,59,31,31,31,31,58,47,0,0,0,0,0,0,59,36,2,2,2,2
2,2,2,2,38,58,0,0,0,0,0,0,52,48,48,48,48,48,48,51,0,0,0,0,0,0,0,59,36,2,2,2
2,2,2,38,58,0,0,0,0,0,0,0,52,48,48,48,48,48,48,51,0,0,0,0,0,0,0,0,32,2,2,2
2,2,2,34,0,0,0,0,0,0,0,0,47,60,33,33,33,33,57,47,0,0,0,0,0,0,0,0,32,2,2,2
2,2,2,34,0,0,0,0,0,0,0,0,47,32,2,2,2,2,34,47,0,0,0,0,0,0,0,0,32,2,2,2
2,2,2,34,0,0,0,0,0,0,0,0,47,32,2,2,2,2,34,47,0,0,0,0,0,0,0,0,32,2,2,2
2,2,2,37,57,0,0,0,0,0,0,0,47,32,2,2,2,2,34,47,0,0,0,0,0,0,0,60,35,2,2,2
2,2,2,2,37,57,0,0,0,0,0,0,47,32,2,2,2,2,34,47,0,0,0,0,0,0,60,35,2,2,2,2
2,2,2,2,2,34,0,0,0,0,0,0,47,48,48,48,48,48,48,47,0,0,0,0,0,0,32,2,2,2,2,2
2,2,2,2,2,34,46,39,39,44,0,0,47,32,2,2,2,2,34,47,0,0,46,39,39,44,32,2,2,2,2,2
2,2,2,2,38,58,42,1,1,62,44,0,47,32,2,2,2,2,34,47,0,46,63,1,1,40,59,36,2,2,2,2
2,2,2,38,58,46,63,1,1,1,40,56,51,32,2,2,2,2,34,52,55,42,1,1,1,62,44,59,36,2,2,2
2,2,2,37,57,42,1,1,1,61,43,0,54,32,2,2,2,2,34,54,0,45,64,1,1,1,40,0,32,2,2,2
2,2,2,2,34,45,41,41,41,43,0,0,60,35,2,2,2,2,37,57,0,0,45,41,41,41,43,60,35,2,2,2
2,2,2,2,37,33,33,33,33,33,33,33,35,2,2,2,2,2,2,37,33,33,33,33,33,33,33,35,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
